,日期,开盘价,最高价,收盘价,最低价,成交量,价格变动,涨跌幅,5日均价,10日均价,20日均价,5日均量,10日均量,20日均量,换手率
151,2020-02-25,6.67,7.09,6.96,6.38,1324416.75,0.34,5.14,6.25,5.9,5.5920000000000005,809172.0,534991.73,374397.91,15.21
152,2020-02-24,6.2,6.62,6.62,6.11,1011942.06,0.6,9.97,6.02,5.739,5.544,626544.43,422256.64,320161.15,11.62
153,2020-02-21,5.82,6.13,6.02,5.8,581138.75,0.16,2.73,5.818,5.62,5.516,479571.36,347874.38,278562.4,6.67
154,2020-02-20,5.82,5.93,5.86,5.55,501607.19,0.07,1.21,5.696000000000001,5.553999999999999,5.522,401335.3,314064.48,263626.12,5.76
155,2020-02-19,5.77,6.13,5.79,5.66,626755.25,-0.02,-0.34,5.608,5.48,5.5329999999999995,345680.17,286924.97,245950.8,7.2
156,2020-02-18,5.58,5.82,5.81,5.57,411278.91,0.2,3.56,5.55,5.397,5.5520000000000005,260811.45,249786.02,228170.48,4.72
157,2020-02-17,5.43,5.61,5.61,5.42,277076.72,0.2,3.7,5.457999999999999,5.297000000000001,5.572,217968.85,234882.74,218090.56,3.18
158,2020-02-14,5.42,5.51,5.41,5.35,189958.42,-0.01,-0.18,5.422000000000001,5.224,5.6,216177.39,211204.66,221112.25,2.18
159,2020-02-13,5.46,5.54,5.42,5.35,223331.56,-0.08,-1.46,5.412000000000001,5.225,5.638,226793.67,218145.66,225829.9,2.56
160,2020-02-12,5.33,5.53,5.5,5.31,202411.64,0.15,2.8,5.352,5.257999999999999,5.67,228169.76,213143.35,234324.21,2.32
161,2020-02-11,5.43,5.53,5.35,5.3,197065.91,-0.08,-1.47,5.244,5.284,5.71,238760.59,213804.1,248481.89,2.26
162,2020-02-10,5.39,5.62,5.43,5.28,268119.44,0.07,1.31,5.136,5.349,5.747999999999999,251796.62,218065.67,254004.48,3.08
163,2020-02-07,5.15,5.36,5.36,5.09,243039.78,0.24,4.69,5.026,5.4110000000000005,5.784,206231.93,209250.43,260032.85,2.79
164,2020-02-06,4.94,5.18,5.12,4.91,230212.05,0.16,3.23,5.038,5.489,5.817,209497.66,213187.76,265923.29,2.64
165,2020-02-05,4.85,5.02,4.96,4.81,255365.77,0.15,3.12,5.164,5.586,5.85,198116.93,204976.63,262782.82,2.93
166,2020-02-04,4.45,4.88,4.81,4.45,262246.06,-0.07,-1.43,5.324,5.707000000000001,5.894,188847.62,206554.94,262901.05,3.01
167,2020-02-03,4.88,4.88,4.88,4.88,40296.0,-0.54,-9.96,5.562,5.847,5.945,184334.72,201298.39,262703.22,0.46
168,2020-01-23,5.68,5.7,5.42,5.29,259368.42,-0.33,-5.74,5.796,5.975,5.999,212268.93,231019.85,271146.14,2.98
169,2020-01-22,5.7,5.8,5.75,5.55,173308.41,-0.01,-0.17,5.94,6.051,6.025,216877.87,233514.14,270113.7,1.99
170,2020-01-21,5.98,5.98,5.76,5.74,209019.2,-0.24,-4.0,6.007999999999999,6.081,6.026,211836.33,255505.07,267411.84,2.4
171,2020-01-20,6.05,6.05,6.0,5.8,239681.55,-0.05,-0.83,6.09,6.135,6.022,224262.26,283159.68,266495.43,2.75
172,2020-01-17,6.1,6.17,6.05,6.03,179967.06,-0.09,-1.47,6.132000000000001,6.147,6.013,218262.07,289943.3,264620.86,2.07
173,2020-01-16,6.1,6.27,6.14,6.1,282413.12,0.05,0.82,6.154,6.157,6.007999999999999,249770.76,310815.27,265317.02,3.24
174,2020-01-15,6.16,6.17,6.09,6.03,148100.7,-0.08,-1.3,6.162000000000001,6.144,5.997999999999999,250150.42,318658.82,263100.05,1.7
175,2020-01-14,6.23,6.27,6.17,6.1,271148.88,-0.04,-0.64,6.154,6.1129999999999995,5.992000000000001,299173.82,320589.01,271523.82,3.11
176,2020-01-13,6.14,6.23,6.21,6.13,209680.58,0.05,0.81,6.18,6.081,5.977,342057.09,319247.16,268915.23,2.41
177,2020-01-10,6.33,6.39,6.16,6.14,337510.53,-0.02,-0.32,6.162000000000001,6.042000000000001,5.952999999999999,361624.53,324108.05,268961.33,3.88
178,2020-01-09,6.14,6.27,6.18,6.12,284311.41,0.13,2.15,6.16,6.022,5.928999999999999,371859.78,311272.44,260515.1,3.27
179,2020-01-08,6.21,6.23,6.05,6.0,393217.69,-0.25,-3.97,6.126,5.997999999999999,5.906000000000001,387167.22,306713.26,256117.07,4.52
180,2020-01-07,6.16,6.33,6.3,6.1,485565.25,0.18,2.94,6.072,5.971,5.894,342004.21,279318.6,257182.99,5.58
181,2020-01-06,6.14,6.22,6.12,6.04,307517.75,-0.03,-0.49,5.982,5.909,5.862,296437.23,249831.18,246403.15,3.53
182,2020-01-03,6.03,6.27,6.15,5.98,388686.81,0.14,2.33,5.922000000000001,5.877999999999999,5.834,286591.57,239298.43,238407.15,4.46
183,2020-01-02,5.82,6.13,6.01,5.81,360848.62,0.23,3.98,5.8839999999999995,5.859,5.801,250685.1,219818.77,228090.75,4.14
184,2019-12-31,5.85,5.92,5.78,5.73,167402.62,-0.07,-1.2,5.87,5.852,5.769,226259.3,207541.27,214132.26,1.92
185,2019-12-30,5.75,5.92,5.85,5.68,257730.36,0.03,0.52,5.87,5.87,5.749,216632.99,222458.63,211168.7,2.96
186,2019-12-27,5.97,6.01,5.82,5.8,258289.44,-0.14,-2.35,5.836,5.872000000000001,5.727,203225.13,218583.3,203638.03,2.97
187,2019-12-26,5.96,6.02,5.96,5.84,209154.48,0.02,0.34,5.834,5.8629999999999995,5.707999999999999,192005.28,213814.62,195411.73,2.4
188,2019-12-25,5.78,6.01,5.94,5.76,238719.62,0.16,2.77,5.834,5.836,5.681,188952.43,209757.75,191651.51,2.74
189,2019-12-24,5.69,5.81,5.78,5.68,119271.03,0.1,1.76,5.834,5.813,5.6610000000000005,188823.23,205520.88,190932.08,1.37
190,2019-12-23,5.8,5.91,5.68,5.67,190691.06,-0.13,-2.24,5.87,5.816,5.638,228284.28,235047.38,189776.85,2.19
191,2019-12-20,5.96,5.99,5.81,5.8,202190.23,-0.15,-2.52,5.9079999999999995,5.814,5.617999999999999,233941.47,242975.12,188870.94,2.35
192,2019-12-19,5.95,6.03,5.96,5.9,193890.22,0.02,0.34,5.892,5.789,5.602,235623.96,237515.87,189389.44,2.26
193,2019-12-18,5.94,6.06,5.94,5.92,238073.62,-0.02,-0.34,5.837999999999999,5.742999999999999,5.5889999999999995,230563.07,236362.73,188565.01,2.77
194,2019-12-17,5.94,6.03,5.96,5.88,316576.25,0.09,1.53,5.792000000000001,5.685,5.572,222218.52,220723.25,188357.15,3.68
195,2019-12-16,5.76,5.88,5.87,5.74,218977.05,0.14,2.44,5.7620000000000005,5.627999999999999,5.557,241810.47,199878.77,182904.99,2.55
196,2019-12-13,5.69,5.78,5.73,5.63,210602.64,0.04,0.7,5.72,5.581,5.537999999999999,252008.76,188692.75,178690.13,2.45
197,2019-12-12,5.73,5.78,5.69,5.68,168585.77,-0.02,-0.35,5.686,5.553,5.525,239407.78,177008.85,177347.33,1.96
198,2019-12-11,5.78,5.81,5.71,5.68,196350.91,-0.1,-1.72,5.648,5.526,5.519,242162.4,173545.26,175154.9,2.29
199,2019-12-10,5.65,5.86,5.81,5.61,414536.0,0.15,2.65,5.577999999999999,5.507999999999999,5.507000000000001,219227.98,176343.29,172258.75,4.82
200,2019-12-09,5.61,5.87,5.66,5.58,269968.5,0.1,1.8,5.494,5.46,5.497999999999999,157947.06,144506.32,160361.63,3.14
201,2019-12-06,5.52,5.58,5.56,5.47,147597.7,0.06,1.09,5.442,5.422000000000001,5.492999999999999,125376.74,134766.75,159948.19,1.72
202,2019-12-05,5.38,5.56,5.5,5.36,182358.88,0.14,2.61,5.42,5.415,5.5089999999999995,114609.92,141263.02,173320.77,2.12
203,2019-12-04,5.35,5.42,5.36,5.33,81678.8,-0.03,-0.56,5.404,5.434,5.544,104928.13,140767.29,182505.25,0.95
204,2019-12-03,5.37,5.39,5.39,5.24,108131.43,-0.01,-0.18,5.438,5.457999999999999,5.582999999999999,133458.61,155991.04,198080.34,1.26
205,2019-12-02,5.46,5.47,5.4,5.34,107116.91,-0.05,-0.92,5.426,5.486000000000001,5.627999999999999,131065.57,165931.22,228100.08,1.25
206,2019-11-29,5.43,5.46,5.45,5.37,93763.58,0.03,0.55,5.402,5.495,5.662999999999999,144156.76,168687.5,248633.55,1.09
207,2019-11-28,5.5,5.52,5.42,5.41,133949.91,-0.11,-1.99,5.41,5.497000000000001,5.686,167916.11,177685.8,257486.08,1.56
208,2019-11-27,5.4,5.58,5.53,5.36,224331.2,0.2,3.75,5.4639999999999995,5.511,5.711,176606.46,176764.55,267023.07,2.61
209,2019-11-26,5.3,5.39,5.33,5.28,96166.25,0.05,0.95,5.478,5.506,5.7379999999999995,178523.48,168174.21,281923.38,1.12
210,2019-11-25,5.48,5.49,5.28,5.24,172572.88,-0.21,-3.83,5.546,5.5360000000000005,5.766,200796.86,176216.94,301323.72,2.01
211,2019-11-22,5.69,5.77,5.49,5.45,212560.31,-0.2,-3.52,5.587999999999999,5.564,5.808,193218.24,185129.63,335105.97,2.47
212,2019-11-21,5.58,5.71,5.69,5.54,177401.66,0.09,1.61,5.584,5.602,5.819,187455.5,205378.52,346941.51,2.06
213,2019-11-20,5.62,5.79,5.6,5.59,233916.3,-0.07,-1.24,5.558,5.653,5.814,176922.63,224243.2,363428.71,2.72
214,2019-11-19,5.49,5.68,5.67,5.46,207533.16,0.18,3.28,5.534,5.707999999999999,5.815,157824.93,240169.64,370007.04,2.42
215,2019-11-18,5.45,5.53,5.49,5.35,134679.78,0.02,0.37,5.526,5.769,5.787999999999999,151637.02,290268.95,363855.45,1.57
216,2019-11-15,5.57,5.68,5.47,5.42,183746.59,-0.09,-1.62,5.54,5.83,5.765,177041.01,328579.59,362564.16,2.14
217,2019-11-14,5.5,5.61,5.56,5.46,124737.32,0.08,1.46,5.62,5.875,5.747999999999999,223301.55,337286.36,359346.44,1.45
218,2019-11-13,5.6,5.6,5.48,5.42,138427.8,-0.15,-2.66,5.747999999999999,5.91,5.732,271563.76,357281.59,356675.17,1.61
219,2019-11-12,5.58,5.63,5.63,5.46,176593.59,0.07,1.26,5.882000000000001,5.968999999999999,5.721,322514.34,395672.55,354219.03,2.06
220,2019-11-11,5.81,5.81,5.56,5.55,261699.77,-0.31,-5.28,6.0120000000000005,5.995,5.705,428900.89,426430.5,353919.97,3.05
221,2019-11-08,6.19,6.21,5.87,5.86,415049.25,-0.33,-5.32,6.12,6.051,5.695,480118.17,485082.32,347608.65,4.83
222,2019-11-07,6.12,6.29,6.2,6.12,366048.41,0.05,0.81,6.13,6.035,5.6610000000000005,451271.16,488504.51,333733.38,4.26
223,2019-11-06,6.32,6.32,6.15,6.07,393180.69,-0.13,-2.07,6.072,5.974,5.61,442999.41,502614.22,321994.28,4.58
224,2019-11-05,6.12,6.35,6.28,6.05,708526.31,0.18,2.95,6.056,5.922000000000001,5.559,468830.76,499844.45,306398.77,8.25
225,2019-11-04,5.92,6.25,6.1,5.87,517786.19,0.18,3.04,5.978,5.806,5.5,423960.12,437441.96,274700.9,6.03
226,2019-11-01,5.88,6.02,5.92,5.76,270814.22,0.01,0.17,5.982,5.699,5.4510000000000005,490046.47,396548.73,253680.31,3.15
227,2019-10-31,6.07,6.12,5.91,5.8,324689.62,-0.16,-2.64,5.94,5.62,5.42,525737.85,381406.53,245524.29,3.78
228,2019-10-30,5.83,6.28,6.07,5.75,522337.44,0.18,3.06,5.876,5.553999999999999,5.386,562229.04,356068.75,239507.84,6.08
229,2019-10-29,6.03,6.12,5.89,5.88,484173.12,-0.23,-3.76,5.787999999999999,5.472,5.361000000000001,530858.14,312765.5,226731.6,5.64
230,2019-10-28,5.89,6.28,6.12,5.81,848217.94,0.41,7.18,5.6339999999999995,5.414,5.358,450923.8,281409.43,216325.06,9.9
231,2019-10-25,5.52,5.76,5.71,5.44,449271.12,0.12,2.15,5.416,5.337999999999999,5.3389999999999995,303050.99,210134.97,190120.73,5.24
232,2019-10-24,5.68,5.81,5.59,5.47,507145.56,-0.04,-0.71,5.3,5.2860000000000005,5.343,237075.22,178962.24,193304.62,5.92
233,2019-10-23,5.11,5.63,5.63,5.09,365482.97,0.51,9.96,5.232,5.245,5.347,149908.46,141374.35,176841.3,4.27
234,2019-10-22,5.04,5.14,5.12,5.02,84501.39,0.09,1.79,5.156000000000001,5.196000000000001,5.347,94672.86,112953.09,167472.64,0.99
235,2019-10-21,5.09,5.12,5.03,4.94,108853.92,-0.1,-1.95,5.194,5.194,5.372999999999999,111895.07,111959.84,174400.39,1.27
236,2019-10-18,5.25,5.31,5.13,5.13,119392.25,-0.12,-2.29,5.26,5.202999999999999,5.409,117218.95,110811.89,181152.74,1.39
237,2019-10-17,5.22,5.28,5.25,5.2,71311.79,0.0,0.0,5.272,5.218999999999999,5.437,120849.27,109642.04,182418.35,0.83
238,2019-10-16,5.3,5.4,5.25,5.22,89304.97,-0.06,-1.13,5.257999999999999,5.218,5.457000000000001,132840.23,122946.93,188213.17,1.04
239,2019-10-15,5.31,5.38,5.31,5.18,170612.42,-0.05,-0.93,5.236000000000001,5.249,5.482,131233.32,140697.69,197795.04,1.99
240,2019-10-14,5.25,5.37,5.36,5.22,135473.34,0.17,3.28,5.194,5.3020000000000005,5.5089999999999995,112024.61,151240.69,208574.56,1.58
241,2019-10-11,5.16,5.24,5.19,5.1,137543.83,0.01,0.19,5.146,5.3389999999999995,5.52,104404.82,170106.48,216053.27,1.61
242,2019-10-10,5.14,5.18,5.18,5.06,131266.59,0.04,0.78,5.166,5.399,5.5329999999999995,98434.81,207647.0,226266.52,1.53
243,2019-10-09,5.07,5.15,5.14,5.02,81270.42,0.04,0.78,5.178,5.449,5.541,113053.63,212308.25,230472.98,0.95
244,2019-10-08,5.15,5.19,5.1,5.08,74568.86,-0.02,-0.39,5.2620000000000005,5.497000000000001,5.5489999999999995,150162.05,221992.19,241471.79,0.87
245,2019-09-30,5.29,5.33,5.12,5.11,97374.38,-0.17,-3.21,5.41,5.551,5.553999999999999,190456.76,236840.94,247083.37,1.14
246,2019-09-27,5.26,5.33,5.29,5.23,107693.81,0.05,0.95,5.532,5.615,5.5520000000000005,235808.15,251493.59,254612.91,1.26
247,2019-09-26,5.6,5.6,5.24,5.21,204360.69,-0.32,-5.75,5.632000000000001,5.654,5.544,316859.18,255194.66,257267.42,2.39
248,2019-09-25,5.8,5.8,5.56,5.56,266812.53,-0.28,-4.79,5.72,5.696000000000001,5.542999999999999,311562.87,253479.41,253437.96,3.11
249,2019-09-24,5.71,5.88,5.84,5.69,276042.41,0.11,1.92,5.732,5.7139999999999995,5.524,293822.32,254892.39,248377.71,3.22
250,2019-09-23,5.79,5.86,5.73,5.59,324131.31,-0.06,-1.04,5.692,5.715,5.485,283225.11,265908.43,241097.08,3.78
251,2019-09-20,5.7,6.13,5.79,5.69,512948.97,0.11,1.94,5.6979999999999995,5.7,5.456,267179.02,262000.05,230331.1,5.99
252,2019-09-19,5.62,5.69,5.68,5.54,177879.12,0.06,1.07,5.676,5.667000000000001,5.426,193530.14,244886.04,211075.95,2.08
253,2019-09-18,5.64,5.68,5.62,5.53,178109.81,-0.02,-0.35,5.672000000000001,5.632999999999999,5.402,195395.95,248637.72,207633.75,2.08
254,2019-09-17,5.78,5.84,5.64,5.53,223056.36,-0.12,-2.08,5.696000000000001,5.601,5.381,215962.45,260951.38,208680.86,2.6
255,2019-09-16,5.68,5.84,5.76,5.67,243900.84,0.08,1.41,5.7379999999999995,5.557,5.358,248591.75,257325.8,208805.74,2.85
256,2019-09-12,5.7,5.71,5.68,5.63,144704.55,0.02,0.35,5.702000000000001,5.4879999999999995,5.318,256821.08,257732.24,203742.29,1.69
257,2019-09-11,5.74,5.76,5.66,5.65,187208.2,-0.08,-1.39,5.6579999999999995,5.434,5.28,296241.94,259340.18,204880.28,2.18
258,2019-09-10,5.82,5.83,5.74,5.67,280942.28,-0.11,-1.88,5.593999999999999,5.39,5.2410000000000005,301879.49,253396.51,201907.17,3.28
259,2019-09-09,5.65,5.85,5.85,5.58,386202.88,0.27,4.84,5.506,5.332999999999999,5.199,305940.32,241863.03,195052.06,4.51
260,2019-09-06,5.47,5.72,5.58,5.45,285047.47,0.12,2.2,5.376,5.255,5.149,266059.85,216285.74,180404.62,3.33
261,2019-09-05,5.37,5.62,5.46,5.33,341808.88,0.12,2.25,5.274,5.211,5.107,258643.41,198662.15,172387.3,3.99
262,2019-09-04,5.28,5.4,5.34,5.26,215395.92,0.04,0.76,5.21,5.184,5.073,222438.41,177265.86,159976.76,2.51
263,2019-09-03,5.18,5.44,5.3,5.17,301246.44,0.1,1.92,5.186,5.17,5.043,204913.52,166629.77,158347.06,3.52
264,2019-09-02,5.03,5.23,5.2,5.02,186800.52,0.13,2.56,5.16,5.1610000000000005,5.025,177785.73,156410.34,154148.83,2.18
265,2019-08-30,5.19,5.29,5.07,5.01,247965.3,-0.07,-1.36,5.1339999999999995,5.159,5.012,166511.62,160285.68,151765.47,2.89
266,2019-08-29,5.19,5.23,5.14,5.11,160783.89,-0.08,-1.53,5.148,5.147,5.007,138680.88,149752.34,148935.8,1.88
267,2019-08-28,5.2,5.24,5.22,5.14,127771.47,0.05,0.97,5.1579999999999995,5.126,5.01,132093.3,150420.38,145803.17,1.49
268,2019-08-27,5.08,5.23,5.17,5.08,165607.48,0.1,1.97,5.154,5.092,5.012,128346.02,150417.84,143855.29,1.93
269,2019-08-26,5.03,5.09,5.07,5.0,130429.98,-0.07,-1.36,5.162000000000001,5.065,5.021,135034.95,148241.1,140459.19,1.52
270,2019-08-23,5.22,5.24,5.14,5.09,108811.58,-0.05,-0.96,5.184,5.042,5.034,154059.74,144523.5,138054.55,1.27
271,2019-08-22,5.2,5.28,5.19,5.15,127845.98,-0.01,-0.19,5.146,5.002,5.044,160823.79,146112.46,136784.56,1.49
272,2019-08-21,5.21,5.27,5.2,5.16,109035.09,-0.01,-0.19,5.093999999999999,4.961,5.053999999999999,168747.46,142687.67,136149.6,1.27
273,2019-08-20,5.21,5.35,5.21,5.18,199052.12,0.03,0.58,5.03,4.916,5.066,172489.65,150064.35,138813.71,2.32
274,2019-08-19,4.99,5.22,5.18,4.96,225553.92,0.23,4.65,4.968,4.888999999999999,5.073,161447.24,151887.33,135991.46,2.63
275,2019-08-16,4.92,5.0,4.95,4.91,142631.86,0.02,0.41,4.9,4.865,5.071000000000001,134987.27,143245.26,133555.59,1.66
276,2019-08-15,4.74,4.97,4.93,4.69,167464.31,0.05,1.02,4.8580000000000005,4.867,5.096,131401.12,148119.26,131409.03,1.95
277,2019-08-14,4.98,5.0,4.88,4.85,127746.06,-0.02,-0.41,4.828,4.894,5.118,116627.88,141185.96,129235.44,1.49
278,2019-08-13,4.79,4.96,4.9,4.76,143840.05,0.06,1.24,4.802,4.9319999999999995,5.151,127639.05,137292.75,129665.11,1.68
279,2019-08-12,4.76,4.85,4.84,4.68,93254.06,0.1,2.11,4.81,4.976,5.183,142327.41,132677.29,131623.15,1.09
280,2019-08-09,4.83,4.87,4.74,4.69,124701.13,-0.04,-0.84,4.83,5.025,5.216,151503.25,131585.59,137532.11,1.46
281,2019-08-08,4.78,4.85,4.78,4.75,93598.1,0.03,0.63,4.876,5.085,5.245,164837.39,127456.67,143377.39,1.09
282,2019-08-07,4.94,4.95,4.75,4.75,182801.92,-0.19,-3.85,4.96,5.146,5.266,165744.03,129611.54,160242.96,2.13
283,2019-08-06,4.89,4.97,4.94,4.57,217281.84,0.0,0.0,5.062,5.215,5.317,146946.44,127563.06,155236.34,2.54
284,2019-08-05,4.98,5.1,4.94,4.93,139133.27,-0.03,-0.6,5.142,5.256,5.358,123027.18,120095.6,148580.15,1.62
285,2019-08-02,5.11,5.11,4.97,4.83,191371.84,-0.23,-4.42,5.22,5.277,5.398,111667.93,123865.93,149689.88,2.23
286,2019-08-01,5.23,5.25,5.2,5.14,98131.3,-0.06,-1.14,5.294,5.325,5.4479999999999995,90075.94,114698.79,153262.23,1.15
287,2019-07-31,5.31,5.33,5.26,5.23,88813.94,-0.08,-1.5,5.332000000000001,5.3420000000000005,5.474,93479.04,117284.92,154571.69,1.04
288,2019-07-30,5.36,5.44,5.34,5.31,97685.53,0.01,0.19,5.367999999999999,5.37,5.502000000000001,108179.68,122037.47,157111.92,1.14
289,2019-07-29,5.39,5.39,5.33,5.25,82337.04,-0.01,-0.19,5.37,5.388999999999999,5.535,117164.03,130569.02,158640.34,0.96
290,2019-07-26,5.39,5.42,5.34,5.31,83411.89,-0.05,-0.93,5.334,5.406000000000001,5.572,136063.93,143478.62,164743.95,0.97
291,2019-07-25,5.48,5.49,5.39,5.35,115146.79,-0.05,-0.92,5.356,5.405,5.599,139321.64,159298.12,171632.33,1.34
292,2019-07-24,5.37,5.52,5.44,5.37,162317.16,0.09,1.68,5.352,5.386,5.635,141090.81,190874.38,172517.28,1.89
293,2019-07-23,5.19,5.39,5.35,5.15,142607.27,0.2,3.88,5.372000000000001,5.417999999999999,5.667000000000001,135895.27,182909.62,170026.77,1.66
294,2019-07-22,5.5,5.52,5.15,5.14,176836.52,-0.3,-5.5,5.4079999999999995,5.459,5.707000000000001,143974.0,177064.7,174671.26,2.06
295,2019-07-19,5.41,5.49,5.45,5.37,99700.48,0.08,1.49,5.478,5.519,5.76,150893.32,175513.82,175989.75,1.16
296,2019-07-18,5.51,5.51,5.37,5.34,123992.62,-0.17,-3.07,5.454,5.571000000000001,5.803999999999999,179274.6,191825.67,185701.76,1.45
297,2019-07-17,5.56,5.61,5.54,5.51,136339.44,0.01,0.18,5.42,5.606,5.847,240657.95,191858.46,193285.35,1.59
298,2019-07-16,5.48,5.67,5.53,5.48,183000.95,0.03,0.55,5.4639999999999995,5.632999999999999,5.88,229923.98,192186.37,196858.16,2.14
299,2019-07-15,5.39,5.53,5.5,5.31,211433.09,0.17,3.19,5.51,5.68,5.912000000000001,210155.39,186711.67,192986.53,2.47
300,2019-07-12,5.18,5.41,5.33,5.16,241606.88,0.13,2.5,5.56,5.737,5.95,200134.33,186009.27,189148.24,2.82
